,country,iso3c,year,homicide_male,homicide_female,homicide_all
1032,Netherlands (Kingdom of the),NLD,2022,,,
1033,New Zealand,NZL,2022,,,
1034,Nicaragua,NIC,2022,,,
1035,Niger,NER,2022,,,
1036,Nigeria,NGA,2022,,,
1037,North Macedonia,MKD,2022,,,
1038,Norway,NOR,2022,,,
1039,Oman,OMN,2022,,,
1040,Pakistan,PAK,2022,,,
1041,Panama,PAN,2022,,,
1042,Papua New Guinea,PNG,2022,,,
1043,Paraguay,PRY,2022,,,
1044,Peru,PER,2022,,,
1045,Philippines,PHL,2022,,,
1046,Poland,POL,2022,,,
1047,Portugal,PRT,2022,,,
1048,Qatar,QAT,2022,,,
1049,Romania,ROU,2022,,,
1050,Russian Federation,RUS,2022,,,
1051,Rwanda,RWA,2022,,,
1052,Samoa,WSM,2022,,,
1053,Sao Tome and Principe,STP,2022,,,
1054,Saudi Arabia,SAU,2022,,,
1055,Senegal,SEN,2022,,,
1056,Serbia,SRB,2022,,,
1057,Seychelles,SYC,2022,,,
1058,Sierra Leone,SLE,2022,,,
1059,Singapore,SGP,2022,,,
1060,Slovakia,SVK,2022,,,
1061,Slovenia,SVN,2022,,,
1062,Solomon Islands,SLB,2022,,,
1063,Somalia,SOM,2022,,,
1064,South Africa,ZAF,2022,,,
1065,South Sudan,SSD,2022,,,
1066,Spain,ESP,2022,,,
1067,Sri Lanka,LKA,2022,,,
1068,Saint Lucia,LCA,2022,,,
1069,Saint Vincent and the Grenadines,VCT,2022,,,
1070,Sudan,SDN,2022,,,
1071,Suriname,SUR,2022,,,
1072,Sweden,SWE,2022,,,
1073,Switzerland,CHE,2022,,,
1074,Syrian Arab Republic,SYR,2022,,,
1075,Tajikistan,TJK,2022,,,
1076,United Republic of Tanzania,TZA,2022,,,
1077,Thailand,THA,2022,,,
1078,Timor-Leste,TLS,2022,,,
1079,Togo,TGO,2022,,,
1080,Tonga,TON,2022,,,
1081,Trinidad and Tobago,TTO,2022,,,
1082,Tunisia,TUN,2022,,,
1083,Türkiye,TUR,2022,,,
1084,Turkmenistan,TKM,2022,,,
1085,Uganda,UGA,2022,,,
1086,Ukraine,UKR,2022,,,
1087,United Arab Emirates,ARE,2022,,,
1088,United Kingdom of Great Britain and Northern Ireland,GBR,2022,,,
1089,United States of America,USA,2022,,,
1090,Uruguay,URY,2022,,,
1091,Uzbekistan,UZB,2022,,,
1092,Vanuatu,VUT,2022,,,
1093,Venezuela (Bolivarian Republic of),VEN,2022,,,
1094,Viet Nam,VNM,2022,,,
1095,Yemen,YEM,2022,,,
1096,Zambia,ZMB,2022,,,
1097,Zimbabwe,ZWE,2022,,,
1098,Afghanistan,AFG,2023,,,
1099,Albania,ALB,2023,,,
1100,Algeria,DZA,2023,,,
1101,Angola,AGO,2023,,,
1102,Antigua and Barbuda,ATG,2023,,,
1103,Argentina,ARG,2023,,,
1104,Armenia,ARM,2023,,,
1105,Australia,AUS,2023,,,
1106,Austria,AUT,2023,,,
1107,Azerbaijan,AZE,2023,,,
1108,Bahamas,BHS,2023,,,
1109,Bahrain,BHR,2023,,,
1110,Bangladesh,BGD,2023,,,
1111,Barbados,BRB,2023,,,
1112,Belarus,BLR,2023,,,
1113,Belgium,BEL,2023,,,
1114,Belize,BLZ,2023,,,
1115,Benin,BEN,2023,,,
1116,Bhutan,BTN,2023,,,
1117,Bolivia (Plurinational State of),BOL,2023,,,
1118,Bosnia and Herzegovina,BIH,2023,,,
1119,Botswana,BWA,2023,,,
1120,Brazil,BRA,2023,,,
1121,Brunei Darussalam,BRN,2023,,,
1122,Bulgaria,BGR,2023,,,
1123,Burkina Faso,BFA,2023,,,
1124,Burundi,BDI,2023,,,
1125,Cabo Verde,CPV,2023,,,
1126,Cambodia,KHM,2023,,,
1127,Cameroon,CMR,2023,,,
1128,Canada,CAN,2023,,,
1129,Central African Republic,CAF,2023,,,
1130,Chad,TCD,2023,,,
1131,Chile,CHL,2023,,,
1132,China,CHN,2023,,,
1133,Colombia,COL,2023,,,
1134,Comoros,COM,2023,,,
1135,Democratic Republic of the Congo,COD,2023,,,
1136,Congo,COG,2023,,,
1137,Costa Rica,CRI,2023,,,
1138,Cote d'Ivoire,CIV,2023,,,
1139,Croatia,HRV,2023,,,
1140,Cuba,CUB,2023,,,
1141,Cyprus,CYP,2023,,,
1142,Czechia,CZE,2023,,,
1143,Denmark,DNK,2023,,,
1144,Djibouti,DJI,2023,,,
1145,Dominican Republic,DOM,2023,,,
1146,Ecuador,ECU,2023,,,
1147,Egypt,EGY,2023,,,
1148,El Salvador,SLV,2023,,,
1149,Equatorial Guinea,GNQ,2023,,,
1150,Eritrea,ERI,2023,,,
1151,Estonia,EST,2023,,,
1152,Eswatini,SWZ,2023,,,
1153,Ethiopia,ETH,2023,,,
1154,Fiji,FJI,2023,,,
1155,Finland,FIN,2023,,,
1156,France,FRA,2023,,,
1157,Gabon,GAB,2023,,,
1158,Gambia,GMB,2023,,,
1159,Georgia,GEO,2023,,,
1160,Germany,DEU,2023,,,
1161,Ghana,GHA,2023,,,
1162,Greece,GRC,2023,,,
1163,Grenada,GRD,2023,,,
1164,Guatemala,GTM,2023,,,
1165,Guinea,GIN,2023,,,
1166,Guinea-Bissau,GNB,2023,,,
1167,Guyana,GUY,2023,,,
1168,Haiti,HTI,2023,,,
1169,Honduras,HND,2023,,,
1170,Hungary,HUN,2023,,,
1171,Iceland,ISL,2023,,,
1172,India,IND,2023,,,
1173,Indonesia,IDN,2023,,,
1174,Iran (Islamic Republic of),IRN,2023,,,
1175,Iraq,IRQ,2023,,,
1176,Ireland,IRL,2023,,,
1177,Israel,ISR,2023,,,
1178,Italy,ITA,2023,,,
1179,Jamaica,JAM,2023,,,
1180,Japan,JPN,2023,,,
1181,Jordan,JOR,2023,,,
1182,Kazakhstan,KAZ,2023,,,
1183,Kenya,KEN,2023,,,
1184,Kiribati,KIR,2023,,,
1185,Democratic People's Republic of Korea,PRK,2023,,,
1186,Republic of Korea,KOR,2023,,,
1187,Kuwait,KWT,2023,,,
1188,Kyrgyzstan,KGZ,2023,,,
1189,Lao People's Democratic Republic,LAO,2023,,,
1190,Latvia,LVA,2023,,,
1191,Lebanon,LBN,2023,,,
1192,Lesotho,LSO,2023,,,
1193,Liberia,LBR,2023,,,
1194,Libya,LBY,2023,,,
1195,Lithuania,LTU,2023,,,
1196,Luxembourg,LUX,2023,,,
1197,Madagascar,MDG,2023,,,
1198,Malawi,MWI,2023,,,
1199,Malaysia,MYS,2023,,,
1200,Maldives,MDV,2023,,,
1201,Mali,MLI,2023,,,
1202,Malta,MLT,2023,,,
1203,Mauritania,MRT,2023,,,
1204,Mauritius,MUS,2023,,,
1205,Mexico,MEX,2023,,,
1206,Micronesia (Federated States of),FSM,2023,,,
1207,Republic of Moldova,MDA,2023,,,
1208,Mongolia,MNG,2023,,,
1209,Montenegro,MNE,2023,,,
1210,Morocco,MAR,2023,,,
1211,Mozambique,MOZ,2023,,,
1212,Myanmar,MMR,2023,,,
1213,Namibia,NAM,2023,,,
1214,Nepal,NPL,2023,,,
1215,Netherlands (Kingdom of the),NLD,2023,,,
1216,New Zealand,NZL,2023,,,
1217,Nicaragua,NIC,2023,,,
1218,Niger,NER,2023,,,
1219,Nigeria,NGA,2023,,,
1220,North Macedonia,MKD,2023,,,
1221,Norway,NOR,2023,,,
1222,Oman,OMN,2023,,,
1223,Pakistan,PAK,2023,,,
1224,Panama,PAN,2023,,,
1225,Papua New Guinea,PNG,2023,,,
1226,Paraguay,PRY,2023,,,
1227,Peru,PER,2023,,,
1228,Philippines,PHL,2023,,,
1229,Poland,POL,2023,,,
1230,Portugal,PRT,2023,,,
1231,Qatar,QAT,2023,,,
1232,Romania,ROU,2023,,,
1233,Russian Federation,RUS,2023,,,
1234,Rwanda,RWA,2023,,,
1235,Samoa,WSM,2023,,,
1236,Sao Tome and Principe,STP,2023,,,
1237,Saudi Arabia,SAU,2023,,,
1238,Senegal,SEN,2023,,,
1239,Serbia,SRB,2023,,,
1240,Seychelles,SYC,2023,,,
1241,Sierra Leone,SLE,2023,,,
1242,Singapore,SGP,2023,,,
1243,Slovakia,SVK,2023,,,
1244,Slovenia,SVN,2023,,,
1245,Solomon Islands,SLB,2023,,,
1246,Somalia,SOM,2023,,,
1247,South Africa,ZAF,2023,,,
1248,South Sudan,SSD,2023,,,
1249,Spain,ESP,2023,,,
1250,Sri Lanka,LKA,2023,,,
1251,Saint Lucia,LCA,2023,,,
1252,Saint Vincent and the Grenadines,VCT,2023,,,
1253,Sudan,SDN,2023,,,
1254,Suriname,SUR,2023,,,
1255,Sweden,SWE,2023,,,
1256,Switzerland,CHE,2023,,,
1257,Syrian Arab Republic,SYR,2023,,,
1258,Tajikistan,TJK,2023,,,
1259,United Republic of Tanzania,TZA,2023,,,
1260,Thailand,THA,2023,,,
1261,Timor-Leste,TLS,2023,,,
1262,Togo,TGO,2023,,,
1263,Tonga,TON,2023,,,
1264,Trinidad and Tobago,TTO,2023,,,
1265,Tunisia,TUN,2023,,,
1266,Türkiye,TUR,2023,,,
1267,Turkmenistan,TKM,2023,,,
1268,Uganda,UGA,2023,,,
1269,Ukraine,UKR,2023,,,
1270,United Arab Emirates,ARE,2023,,,
1271,United Kingdom of Great Britain and Northern Ireland,GBR,2023,,,
1272,United States of America,USA,2023,,,
1273,Uruguay,URY,2023,,,
1274,Uzbekistan,UZB,2023,,,
1275,Vanuatu,VUT,2023,,,
1276,Venezuela (Bolivarian Republic of),VEN,2023,,,
1277,Viet Nam,VNM,2023,,,
1278,Yemen,YEM,2023,,,
1279,Zambia,ZMB,2023,,,
1280,Zimbabwe,ZWE,2023,,,
