Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Bolivia,BOL,..,..,..,2.57407337774703,2.90653014279367,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Bosnia and Herzegovina,BIH,0.705803624698627,0.934284310189865,0.512340882932414,0.296638551264778,0.421489840137936,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Botswana,BWA,..,..,..,8.839306067951,7.62958080031251,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Brazil,BRA,3.12819041865575,4.21749377657694,4.48633802834233,3.52896635491686,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,British Virgin Islands,VGB,13.1587604447661,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Brunei Darussalam,BRN,..,1.26574267451427,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Bulgaria,BGR,1.17705754168714,2.31911834319556,0.688663075416259,0.723448769323212,0.789507668657166,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Burkina Faso,BFA,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Burundi,BDI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cabo Verde,CPV,..,..,..,3.07277351952065,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cambodia,KHM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cameroon,CMR,..,..,..,2.26648767186951,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Canada,CAN,1.69219361414197,0.961851888946388,0.904774550758276,0.933786999932799,1.02630861381341,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cayman Islands,CYM,0,4.95270169877668,0,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Central African Republic,CAF,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Chad,TCD,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Channel Islands,CHI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Chile,CHL,..,..,1.12068629895042,1.1419332497836,0.672223510650618,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,China,CHN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Colombia,COL,11.2464789701348,9.74444923134819,5.41323981762857,3.78037751431454,4.09557822946161,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Comoros,COM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Congo, Rep.",COG,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Costa Rica,CRI,1.77465687839132,2.0385951040419,2.65075518276957,2.42331100108932,2.17457487061279,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Croatia,HRV,1.72127083561677,1.36040435228223,1.41221557647302,0.903379089484216,0.672014945612391,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cuba,CUB,..,2.80241264224391,2.22881097268406,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Curacao,CUW,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Cyprus,CYP,..,..,0.177590557865219,0.809578937994349,1.12715336612276,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Czechia,CZE,..,0.933008823978555,0.99430301891033,0.729863009391746,0.506156171299745,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Denmark,DNK,0.958202626510055,1.18488764673167,0.785984608277775,0.580529815413715,0.509842769588287,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Djibouti,DJI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Dominica,DMA,..,..,5.50846835201316,2.76916260522818,5.49858411459049,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Dominican Republic,DOM,..,..,4.34972678195137,2.33910370114734,2.56519107963834,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Ecuador,ECU,1.59879069809276,2.29511856263343,3.16390932636365,1.8753308467204,2.54744118230449,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Egypt, Arab Rep.",EGY,..,..,0.457324120658864,0.310689220256203,0.54812895348424,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,El Salvador,SLV,..,..,17.6100526452837,3.97535824122868,4.02119380778482,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Eritrea,ERI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Estonia,EST,..,3.43112122930397,2.30662000821069,1.42938107084942,0.572630686849035,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Eswatini,SWZ,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Ethiopia,ETH,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Faroe Islands,FRO,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Fiji,FJI,..,..,1.34913924915904,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Finland,FIN,1.48029955030058,1.7276955013019,0.988454485514932,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,France,FRA,..,..,..,0.582514779961347,0.683940904086183,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,French Polynesia,PYF,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Gabon,GAB,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Gambia, The",GMB,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Georgia,GEO,..,..,1.37621487825905,1.20333413806304,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Germany,DEU,0.927559429667503,1.30097575091007,0.946784313330583,0.84570067923978,0.797546991581158,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Ghana,GHA,..,..,..,0.468212248288209,0.577005352485134,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Gibraltar,GIB,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Greece,GRC,0.634413859657077,..,0.608855698692357,0.354395294376586,0.619313807807783,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Greenland,GRL,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Grenada,GRD,..,..,3.54126458558351,4.85857497995838,1.6063353867654,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Guam,GUM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Guatemala,GTM,..,..,9.47614571203384,5.14579397804047,6.12944016786343,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Guinea,GIN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Guyana,GUY,..,..,8.24583219731479,9.57519288489513,2.19014604623885,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Haiti,HTI,..,..,..,1.52593912344795,1.870221033285,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Honduras,HND,..,..,9.21447426317116,6.54849756402878,6.48630416874769,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Hong Kong SAR, China",HKG,..,..,0.503306191884691,0.222840039353551,0.272413636828541,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Hungary,HUN,1.28469314381904,1.63459130262194,1.16347390037173,0.76800899870236,0.514291162381105,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Iceland,ISL,..,..,0,2.23987367112495,0.553978256353438,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,India,IND,..,2.97133758315995,2.98323543628376,2.42577425999889,2.49792462697395,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Indonesia,IDN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Iraq,IRQ,..,..,3.06893322141139,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Ireland,IRL,0.132193401123146,0.410768866478734,0.317766815246341,0.240403637707711,0.27826286061376,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Isle of Man,IMN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Israel,ISR,..,1.25706595970137,0.864436268017925,0.523531905570778,0.604986839295553,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Italy,ITA,0.707575875848804,0.648001886598554,0.500415877887197,0.380170042194286,0.391871821032469,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Jamaica,JAM,..,..,10.519538228546,7.95345049540143,9.33501691182199,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Japan,JPN,0.483814148842399,0.510075375924972,0.360783280596434,0.290538896050077,0.209227997716479,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Jordan,JOR,..,..,1.12859073765582,0.475470794539275,0.577483042024186,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kazakhstan,KAZ,..,..,3.94837159800871,1.52142408540098,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kenya,KEN,..,..,..,1.71340810915989,2.64157993868953,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kiribati,KIR,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Korea, Rep.",KOR,..,..,..,0.531932536538224,0.493347868851871,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kosovo,XKX,..,..,2.2319012339066,0.955043705187559,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kuwait,KWT,..,..,1.02546627162551,1.06547680530986,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Kyrgyz Republic,KGZ,..,3.05500005024671,..,0.545963946360862,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Lao PDR,LAO,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Latvia,LVA,..,..,..,4.11788121285328,3.5788098667788,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Lebanon,LBN,..,..,0.953164665550405,0.994977593276147,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Lesotho,LSO,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Liberia,LBR,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Libya,LBY,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Liechtenstein,LIE,..,..,0,5.1194102439399,5.07975210809713,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Lithuania,LTU,..,5.28728393322423,4.42111015254893,1.93453596986126,1.48757905299365,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Luxembourg,LUX,..,..,1.96202693078165,0,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Macao SAR, China",MAC,..,..,0,0.557680939580847,0.82344965017114,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Madagascar,MDG,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Malawi,MWI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Malaysia,MYS,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Maldives,MDV,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mali,MLI,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Malta,MLT,..,..,0.47448571679371,0.402500332062774,0,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Marshall Islands,MHL,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mauritania,MRT,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mauritius,MUS,0.804501928431347,1.86924488258266,1.23816967567693,1.67438915239377,1.82379413011859,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mexico,MEX,3.67003351187977,2.57200283202434,4.20917082755301,6.14337486507805,6.17125933961002,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Moldova,MDA,..,5.37371667765115,5.28223581506064,1.60556017840244,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Monaco,MCO,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mongolia,MNG,..,..,4.94046736821303,2.41219533596001,2.54993045509439,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Montenegro,MNE,..,..,2.16249613839975,0.930428741564113,0.621171062746042,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Morocco,MAR,..,..,..,0.461188376482676,0.537724306738259,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Mozambique,MOZ,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Myanmar,MMR,..,..,0.610529083492945,0.969533437203925,7.28843170791312,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Namibia,NAM,..,..,..,6.67993591921938,6.79916377925025,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Nauru,NRU,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Nepal,NPL,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Netherlands,NLD,0.568810418331622,0.746766733408944,0.643503940925385,0.501559879723661,0.420206408795079,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,New Caledonia,NCL,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,New Zealand,NZL,..,1.05979052832596,1.01426825622016,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Nicaragua,NIC,..,..,2.62568400330634,..,3.10799416387763,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Niger,NER,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Nigeria,NGA,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,North Macedonia,MKD,..,1.14184092988091,1.43192827757643,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Norway,NOR,0.53675864530455,0.958855482129913,0.613318706363652,0.562488644760484,0.597580954945571,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Oman,OMN,..,..,..,0.232205241568918,0.170580251469407,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Pakistan,PAK,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Palau,PLW,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Panama,PAN,..,1.93951371866622,1.7157419601577,2.14399639062868,2.02322664184842,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Papua New Guinea,PNG,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Paraguay,PRY,..,..,2.54868734746063,2.0942659453691,1.91700936953306,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Peru,PER,..,..,..,2.13622784470647,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Philippines,PHL,..,..,2.59143677206089,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Poland,POL,1.1131489343126,1.15450230407035,0.594042045343083,0.448630327828547,0.399325069865459,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Portugal,PRT,..,0.672722583668097,0.753910235546534,0.619201582389168,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Puerto Rico,PRI,4.11099194120326,3.72888957195875,3.30426441136853,2.84268494493748,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Qatar,QAT,..,..,0,0.264902942873018,0.544543301743015,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Romania,ROU,1.66252424488504,1.23876533851409,0.858149343730289,0.956538002009328,0.761249934329673,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Russian Federation,RUS,6.49294753952029,13.2078249661266,5.65917323997992,3.54348174321065,3.30458989971786,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Rwanda,RWA,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Samoa,WSM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,San Marino,SMR,..,0,0,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sao Tome and Principe,STP,..,..,0,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Saudi Arabia,SAU,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Senegal,SEN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Serbia,SRB,..,1.45748382192958,1.08190403536367,0.574307043079685,0.710590268913676,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Seychelles,SYC,..,..,2.87214181998054,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sierra Leone,SLE,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Singapore,SGP,..,..,0.120967400495241,0.177313955991385,0.0705824641396968,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Slovak Republic,SVK,..,1.22989995306485,1.1188912148993,1.0028619171962,0.645685012610587,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Slovenia,SVN,..,..,0.768509552573738,0.568912353362841,0.569131988347971,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Solomon Islands,SLB,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Somalia,SOM,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,South Africa,ZAF,..,..,10.2090671013959,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,South Sudan,SSD,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Spain,ESP,..,..,0.662122244404261,0.492731792007559,0.400574638773044,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sri Lanka,LKA,..,..,1.58359396650699,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,St. Kitts and Nevis,KNA,..,..,8.3011663138671,0,4.06644572311571,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,St. Lucia,LCA,6.92156482737617,3.05481128349888,6.41736188087043,5.53030051653007,8.81916846265358,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,St. Martin (French part),MAF,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,St. Vincent and the Grenadines,VCT,..,..,5.62419152246864,9.76591111067707,0,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sudan,SDN,..,..,..,..,..,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Suriname,SUR,..,..,..,3.28504859408133,2.27570120043238,..,..
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,Sweden,SWE,..,0.823258295455019,0.573315355296266,0.485444198432112,0.462019761740259,..,..
